,Marital status,Application mode,Application order,Course,Daytime_evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
200,1,1,1,9085,1,1,138,1,1,1,4,7,132.1,,0,0,1,0,0,19,0,0,5,9,,13.75,0,0,5,13,4,14.33333333,2,10.8,1.4,1.74
201,1,1,4,9238,1,1,127,1,19,19,4,0,127.4,1,0,0,,0,0,20,0,0,6,,6,11.16666667,0,0,6,6,6,11.33333333,0,7.6,2.6,0.32
202,1,1,4,9500,,1,140,1,,,7,7,129.5,1,0,0,1,,0,18,0,0,8,8,7,12.32428571,0,0,8,8,7,12.32428571,,10.8,1.4,1.74
203,,44,1,9238,1,39,130,1,38,38,5,10,,0,,1,1,0,0,21,,3,6,,6,12.16666667,0,2,6,7,,11.71428571,0,13.9,-0.3,
204,1,17,2,9238,1,,128,1,19,,,8,116.5,0,0,0,1,0,1,18,0,0,6,11,5,11.14285714,0,0,6,11,4,,0,16.2,0.3,-0.92
205,1,1,1,,,1,132,1,34,34,0,0,,1,0,0,1,0,0,18,0,0,6,9,4,,0,0,6,,4,,,7.6,2.6,
206,,1,2,9500,1,1,149,,19,38,9,9,126.5,1,0,0,1,0,0,18,0,,8,,7,,0,0,8,8,7,12.91428571,0,12.7,,-1.7
207,1,1,4,9773,1,1,155,1,,19,1,4,149.8,,0,0,1,0,1,18,0,0,6,6,6,13.83333333,0,0,6,6,6,14.16666667,0,16.2,0.3,-0.92
208,1,1,1,9085,1,1,120,1,19,1,8,7,115.1,1,0,0,1,0,0,19,0,0,6,8,6,13.85714286,0,0,6,9,5,13.4,0,13.9,,0.79
209,1,39,1,9254,1,19,133.1,1,3,19,2,3,,0,0,0,1,0,,36,0,0,6,7,6,13.71428571,0,0,6,6,5,12.8,0,,0.3,-0.92
210,1,1,2,9500,1,1,131,1,38,1,7,4,128.3,1,0,0,1,0,1,18,0,0,8,8,7,12.64285714,0,0,,8,7,12.64285714,0,12.7,3.7,-1.7
211,1,1,1,,1,1,149,1,,,,9,136,0,0,0,1,0,1,18,0,0,7,,6,12.91666667,0,0,,7,6,12.91666667,0,7.6,2.6,0.32
212,1,43,1,9130,1,1,140,1,,3,9,2,140,1,0,0,1,0,1,,0,,,8,6,15.625,0,0,6,8,6,15.85714286,0,13.9,-0.3,0.79
213,1,39,1,9991,0,1,133.1,1,37,37,9,9,126.3,0,0,0,1,0,1,26,0,0,5,7,0,0,0,0,5,8,0,0,0,,0.3,-0.92
214,1,43,,9773,1,1,122,1,,1,4,5,126.9,0,0,0,1,0,0,21,0,0,6,8,6,11.71428571,0,0,6,7,6,12,0,7.6,,0.32
216,1,18,1,,1,1,121,1,19,,5,5,,1,0,0,1,0,,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79
217,1,39,1,8014,0,1,120,1,19,37,8,7,,,0,,1,0,0,24,0,0,6,11,1,10,0,0,6,6,0,0,6,9.4,-0.8,-3.12
218,1,39,1,8014,0,1,133.1,1,1,19,5,4,102.5,0,0,0,1,0,,27,0,0,6,16,1,10,0,0,6,13,0,0,0,8.9,1.4,3.51
219,1,,1,9085,1,1,121,1,19,37,,3,131.5,,0,0,1,0,0,21,0,0,5,10,0,0,1,0,5,9,2,13.5,0,7.6,2.6,0.32
220,1,1,1,9147,1,1,133,1,,38,7,7,147,,,0,1,0,1,,0,0,5,7,4,13,0,0,,8,3,12.33333333,0,9.4,-0.8,-3.12
221,2,1,4,9853,1,1,134,1,37,37,5,7,122.5,0,1,0,1,0,1,,0,0,6,6,6,,0,0,6,6,6,14.5,0,10.8,1.4,1.74
222,1,1,,,1,1,115,1,1,1,3,3,,1,0,0,1,0,0,18,0,0,6,9,4,11.25,0,0,6,,2,,0,9.4,-0.8,-3.12
223,,51,1,9500,1,1,127,1,19,1,5,9,150,0,0,0,,0,1,19,0,0,7,9,5,13.85,0,0,,9,7,12.19285714,0,11.1,0.6,2.02
224,1,,1,9500,1,1,135,1,,38,4,5,127.5,1,0,0,1,0,,19,0,0,7,8,6,13.74166667,0,0,8,,,14.9125,0,16.2,0.3,-0.92
225,2,7,1,,0,43,140,1,40,5,3,3,,0,0,0,1,0,0,33,0,2,6,7,6,15.33333333,0,,,5,5,15.8,0,11.1,0.6,2.02
226,2,7,1,9147,1,3,130,1,1,4,3,10,130,0,0,0,,0,0,,0,0,5,,5,11,0,,5,5,5,13.8,0,12.4,,1.79
227,1,1,1,9238,,1,135,1,1,1,9,,133.3,0,0,0,,0,1,20,0,,6,6,6,12,0,0,6,7,6,12.85714286,0,11.1,0.6,2.02
228,1,,2,9670,1,1,140,1,34,34,0,0,97,,0,0,,,0,28,0,0,5,5,0,0,0,0,5,5,0,0,,7.6,2.6,0.32
229,1,43,,,1,,,1,,1,5,,112,1,0,0,1,0,1,19,0,0,8,15,7,11.57142857,0,0,8,15,,11.57142857,0,12.7,3.7,-1.7
230,1,,2,9254,1,1,140,,1,37,4,5,123.6,1,,0,1,0,,18,0,0,6,10,6,12.85714286,0,0,6,6,3,12.66666667,0,12.7,3.7,-1.7
231,1,39,1,9254,1,3,133.1,,19,19,4,6,130.5,0,0,0,1,0,0,38,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,
232,,1,2,9670,1,1,135,1,1,3,4,3,133.3,0,0,,1,0,,19,0,0,5,5,,13,0,0,5,5,5,13.2,0,,-0.8,-3.12
233,1,1,1,9254,1,1,123,1,1,37,9,9,132.1,0,0,0,1,0,1,21,0,0,,9,5,11,0,0,6,8,5,,,15.5,2.8,-4.06
234,1,1,1,9147,1,1,133.1,1,37,1,9,10,100,0,0,0,1,0,0,21,0,0,5,12,3,12,,0,5,12,,15,3,16.2,0.3,-0.92
235,,1,1,9238,1,1,,1,38,37,9,9,140.4,0,0,0,1,0,1,22,0,0,6,6,5,12.6,0,0,6,6,6,,0,10.8,1.4,1.74
236,1,1,1,9853,1,1,148,1,19,19,5,7,,0,0,,1,,1,18,0,0,6,,5,13.4,0,0,6,,6,13.16666667,0,9.4,-0.8,-3.12
237,1,17,2,9238,1,1,133,1,37,,,9,119.7,0,1,0,1,0,,18,0,0,,9,6,11.33333333,,0,6,9,6,11.57142857,0,15.5,,-4.06
238,,1,1,9130,1,1,126,1,19,1,9,,122.5,1,0,,0,0,0,25,0,0,,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12
239,1,39,1,9085,1,,133.1,1,19,19,9,7,140,0,0,1,0,,0,24,0,2,6,11,3,11.75,0,1,6,14,3,10.33333333,0,16.2,0.3,-0.92
242,1,1,2,9147,1,1,118,1,37,19,5,5,119.1,,0,0,1,0,1,20,0,0,5,5,5,11.6,0,,5,5,,13.6,0,12.4,0.5,1.79
243,1,39,,9147,1,1,120,1,37,1,9,,122.7,0,0,0,0,0,0,25,0,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74
244,1,1,,9147,1,1,127,1,38,19,9,10,117.9,0,0,0,1,0,1,20,0,5,10,13,9,12.9,0,4,10,12,10,12.36363636,0,8.9,,3.51
245,,7,1,9500,1,3,130,,19,38,5,,130,,0,0,1,0,0,23,0,0,,8,8,13.22,,0,8,,8,13.22,0,9.4,-0.8,-3.12
246,1,17,,9500,,1,129,1,19,37,7,6,120,,0,0,1,0,1,19,0,0,8,8,,13.15142857,0,0,8,8,7,13.15142857,0,10.8,1.4,1.74
247,1,44,1,9003,1,39,,1,37,37,9,10,130,0,0,1,0,0,0,29,0,0,6,13,3,12.75,0,0,,8,,11.33333333,,13.9,-0.3,
248,,1,3,9254,1,1,121,1,,37,,7,116.8,1,0,0,1,0,0,21,0,0,6,8,6,11.33333333,0,0,6,8,4,12.25,0,11.1,0.6,2.02
249,1,1,1,9670,1,1,136,1,19,1,9,8,,1,0,0,1,0,,18,0,0,6,10,6,13.25,0,0,6,13,5,,0,11.1,0.6,2.02
251,1,1,3,9773,1,1,,,38,37,7,7,127.2,1,0,0,1,0,,18,0,,6,6,6,15,0,0,6,6,6,12.83333333,0,8.9,,3.51
252,1,1,1,9085,1,,122,1,,19,90,6,103.4,0,0,0,1,0,0,19,0,,,6,5,14.4,0,0,5,6,5,13,0,,2.6,
254,1,17,1,9147,1,1,,,,1,4,4,124.1,0,0,,1,0,0,18,0,0,5,8,5,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51
255,2,39,1,9556,1,19,133.1,1,38,37,7,7,99.5,1,0,1,0,0,1,37,0,0,7,13,1,16,0,0,7,12,,0,0,8.9,1.4,
256,1,17,1,9991,0,,,1,37,37,6,6,124.9,0,0,0,1,0,,29,0,0,5,10,5,13.57142857,0,0,5,14,5,12.33333333,3,16.2,0.3,-0.92
258,1,1,1,9238,1,1,121,1,1,,9,8,118.9,1,0,0,1,0,1,19,0,0,6,,5,11.66666667,0,0,6,9,5,12.66666667,,12.4,,1.79
259,1,43,1,9238,1,1,124,1,1,1,,1,118.8,1,0,1,,,,22,0,6,10,16,,11.83333333,0,2,,8,2,13,0,16.2,0.3,-0.92
260,,1,1,,1,1,131,1,37,38,9,7,137,0,0,0,1,0,1,20,0,0,6,8,6,11.16666667,0,0,6,10,5,10.6,0,15.5,2.8,-4.06
261,1,39,1,,0,,100,1,37,37,99,99,100,0,0,0,1,0,0,,0,0,,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7
262,1,43,1,,1,1,130,1,37,38,9,,120,0,0,1,0,0,0,30,0,8,12,17,8,11.75,0,6,12,19,6,12.16666667,,,2.6,0.32
263,1,1,1,9238,1,1,135,1,1,1,4,4,,0,0,0,1,0,0,18,0,,6,7,,14,0,0,6,7,6,14,0,10.8,1.4,1.74
264,1,1,1,9238,1,,130,1,38,,9,5,121.6,0,0,0,1,0,0,,,0,6,6,6,12.83333333,0,0,6,6,6,12,0,12.4,0.5,1.79
265,1,1,2,9773,1,,146,1,3,1,1,3,,1,0,0,1,0,0,18,0,0,6,11,4,12.25,0,0,,10,3,11.66666667,0,9.4,-0.8,
266,,17,4,9500,1,1,146,,4,,2,3,140,1,0,0,1,0,0,18,0,0,8,8,7,14.82857143,0,0,8,8,7,14.82857143,0,12.7,3.7,-1.7
267,1,1,2,9773,1,1,154,1,38,38,9,9,133.4,,0,0,1,0,,19,0,0,6,7,5,11.4,0,0,6,8,5,12.8,0,12.7,,-1.7
268,1,1,1,9070,1,1,137,1,37,37,9,,126.2,1,0,0,1,0,1,19,0,0,6,,6,13,0,0,6,8,6,12.5,0,,,1.74
269,1,1,5,9500,1,1,151,1,1,1,9,9,127.8,0,,0,1,0,1,18,0,0,,8,7,13.67142857,0,0,8,8,7,13.67142857,0,12.7,,
270,1,,,9003,1,39,,1,37,38,4,8,150,0,0,0,1,0,1,21,0,0,6,9,6,12.66666667,0,0,6,8,5,12.8,,13.9,-0.3,0.79
271,1,1,2,,1,1,121,1,1,,9,9,113.7,1,0,0,0,0,0,20,0,0,,10,2,10,0,0,5,12,1,13,0,7.6,2.6,0.32
272,1,17,,9147,1,1,122,1,12,19,4,8,117.8,1,0,0,1,0,0,20,,0,5,10,,13.5,0,0,5,8,,,0,,-0.3,0.79
273,1,1,1,9500,1,1,143,1,5,1,2,5,136.7,0,0,0,1,0,0,19,0,2,7,8,7,12.67,0,1,8,8,8,13.55,0,11.1,0.6,2.02
274,1,1,1,9238,1,1,152,,1,38,4,,144.7,0,0,0,,0,0,,0,0,6,8,6,,0,0,6,7,6,15.42857143,0,16.2,0.3,-0.92
275,1,17,3,9500,1,1,145,1,12,1,4,10,139.8,1,0,0,1,0,0,18,0,0,7,7,7,13.68571429,0,0,8,8,8,15.3875,0,13.9,-0.3,
276,1,42,1,9853,1,1,120,1,37,,3,,113.7,,,0,1,0,0,,0,0,6,8,5,11,0,0,6,,3,10.66666667,0,12.7,3.7,-1.7
277,2,7,1,9130,1,3,,1,5,4,2,0,140,0,0,1,0,0,0,29,0,,9,16,7,11.55555556,4,5,7,12,5,13.2,2,,2.6,0.32
279,1,1,1,,1,1,129,1,19,,5,5,119.6,,0,,1,0,1,20,0,,,8,7,14.00375,,0,8,11,7,13.81285714,0,15.5,2.8,-4.06
280,1,16,2,9147,1,,139,1,38,37,9,9,123.7,1,0,0,,0,1,22,0,0,5,8,4,12,0,,5,8,4,,2,16.2,0.3,-0.92
281,4,1,1,8014,,1,133.1,,39,,4,10,143,1,0,,,0,1,47,0,0,6,9,5,,0,0,6,7,6,14.16666667,0,16.2,0.3,-0.92
282,2,51,1,9991,0,1,127,1,,37,8,4,100.1,,0,0,1,0,0,31,0,1,5,5,5,14,0,,5,5,5,13.8,0,8.9,1.4,3.51
283,1,1,1,9070,1,1,,1,19,,7,5,119.4,0,0,0,1,0,1,,0,0,6,7,5,13.8,0,0,6,6,6,12.83333333,0,,0.3,-0.92
284,1,1,1,8014,0,1,128,1,38,38,0,0,122.1,0,0,0,1,0,,,0,0,6,8,5,12.8,,0,6,10,6,11.85714286,0,7.6,2.6,0.32
285,2,39,1,9773,1,12,100,1,1,1,4,4,,,0,0,1,0,0,,0,,6,6,,12.16666667,0,,,6,6,13.83333333,0,7.6,2.6,0.32
287,1,39,1,8014,,15,170,1,34,,,2,,0,0,0,1,0,0,32,0,0,6,9,4,12,0,0,6,12,4,,0,7.6,2.6,
288,1,18,2,,0,1,117,1,3,1,3,4,111.8,1,0,0,1,0,1,19,0,0,6,8,6,10.83333333,0,0,6,9,6,11.5,0,10.8,1.4,1.74
289,1,39,1,9500,1,,140,1,,3,1,1,140,1,0,0,1,0,0,24,,0,,8,8,,0,0,,8,8,13.385,0,9.4,-0.8,
290,1,17,4,9085,1,1,123,1,19,19,4,10,124.4,1,0,,1,0,0,19,0,0,6,14,6,,0,0,6,9,6,14.5,0,15.5,2.8,-4.06
291,1,44,1,9003,1,39,150,1,19,37,6,6,150,0,0,1,1,0,1,19,0,0,6,,6,14.33333333,0,0,,7,6,13.83333333,0,,-0.3,0.79
293,1,17,4,9238,1,1,123,1,19,19,191,144,116,1,0,0,1,0,1,,0,,6,9,6,11.66666667,0,0,6,,6,11.66666667,0,8.9,1.4,3.51
294,1,,1,9070,,1,130,1,38,37,3,6,135.6,1,0,0,1,0,,19,0,0,6,9,5,12,0,0,6,10,2,11.33333333,0,8.9,1.4,3.51
295,2,1,1,9500,1,1,137,1,3,38,2,4,121,0,0,0,1,,1,19,0,0,8,8,7,14.72571429,0,0,8,8,,14.72571429,0,10.8,1.4,1.74
296,1,17,2,,1,,126,1,19,38,9,8,118.7,1,,0,1,,1,18,0,0,6,6,6,,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79
297,1,1,1,,1,1,125,1,1,1,3,,125.7,1,0,0,1,0,0,,0,0,6,,6,11.57142857,0,0,6,8,6,12.33333333,,12.4,0.5,1.79
298,1,17,4,9556,1,,112,1,1,,,10,107.1,1,,0,1,0,0,20,0,0,,7,7,12.5,0,0,8,8,8,13.1375,0,12.4,0.5,1.79
299,1,1,1,9500,1,,141,1,19,38,5,7,125.5,0,0,,1,0,0,18,0,0,8,10,8,12.86,2,0,8,10,8,12.86,2,9.4,-0.8,-3.12
300,1,17,4,9670,,1,,1,38,38,9,7,,,0,0,,0,0,18,0,0,6,10,,12.25,0,0,6,9,6,13.71428571,0,11.1,,2.02
301,1,1,2,9085,1,,,1,,37,9,9,113.5,,0,0,1,0,1,21,0,0,5,7,4,12,,0,5,5,,12.2,0,10.8,1.4,1.74
302,1,1,1,9500,1,1,160,1,19,19,4,9,154.4,0,0,0,1,0,1,18,0,0,7,9,7,15.11666667,0,,,9,8,16.16888889,0,15.5,2.8,-4.06
303,1,51,1,9670,1,1,136,1,19,19,5,5,122,0,0,1,,0,0,18,0,0,5,,2,12.5,0,0,5,6,4,10.25,0,9.4,-0.8,-3.12
304,1,17,,9238,1,1,143,1,1,11,4,3,128,1,0,,1,,0,19,0,0,6,11,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12
306,1,17,4,9670,1,,120,1,1,19,5,5,117.2,1,0,0,1,0,0,18,0,0,6,8,6,11.875,0,0,6,11,4,14.6,0,11.1,0.6,2.02
307,1,39,1,9130,1,3,150,1,3,1,90,90,150,1,0,0,1,0,,34,,1,5,6,1,11,0,0,5,5,0,0,0,12.7,3.7,-1.7
308,1,1,3,,1,1,142,,11,11,,90,,0,0,0,1,,0,19,0,0,5,5,5,15.2,0,0,,6,5,13.2,,7.6,2.6,0.32
309,1,44,1,9130,1,39,120,1,37,37,,8,120,1,0,,0,0,0,19,0,2,6,7,5,11.6,0,1,6,12,2,11,0,12.4,0.5,1.79
310,1,51,1,9238,1,1,160,1,3,19,2,1,116.1,0,0,1,1,0,0,26,0,0,6,6,6,14.83333333,0,0,6,7,6,15.14285714,0,11.1,0.6,2.02
311,1,17,1,9853,1,1,,1,34,,,0,118.9,,0,0,,0,0,21,,0,,12,3,11.33333333,0,0,6,10,3,11.33333333,0,7.6,,0.32
312,1,17,2,9147,1,1,,1,,19,4,8,127.3,0,,0,1,0,1,18,0,0,5,5,5,11.2,,0,5,5,5,11.8,0,11.1,0.6,2.02
313,1,17,4,,1,1,121,1,38,,,7,113.7,,0,0,1,0,1,20,0,0,6,8,5,13.4,,0,6,9,5,13.66666667,0,9.4,-0.8,-3.12
314,1,51,1,9147,1,1,,1,1,,4,4,,0,0,0,1,0,0,25,0,0,5,,2,10.5,0,0,5,5,0,0,0,11.1,0.6,2.02
315,1,1,1,9147,1,1,153,1,1,38,4,3,146.7,,0,0,1,0,0,18,0,0,5,5,5,16.2,0,,5,5,5,16.4,0,,0.6,2.02
316,1,,1,9500,1,1,140,,19,19,3,6,124.3,1,0,0,1,0,1,18,0,0,7,7,7,,0,0,8,11,8,14.88181818,0,16.2,0.3,-0.92
317,1,1,1,9500,1,1,152,1,41,19,3,5,137.8,0,,0,1,0,0,19,0,0,7,7,,13.69428571,0,0,8,9,8,,0,,0.6,2.02
318,1,1,,9238,1,1,120,1,19,38,5,9,,0,,0,1,,1,18,,0,6,8,6,11.28571429,0,0,6,10,6,11.85714286,,12.4,0.5,1.79
320,1,7,1,9085,1,40,,1,19,19,9,5,150,,0,1,0,0,0,26,0,0,3,3,0,0,0,0,6,0,0,0,0,8.9,1.4,
321,1,,1,9500,1,1,,1,37,37,7,,100,1,0,0,1,0,1,19,0,0,8,8,7,13.05857143,,0,8,8,7,13.05857143,,10.8,1.4,1.74
322,1,1,1,9500,1,1,150,1,1,1,5,1,155.6,,0,0,1,0,0,19,0,0,7,7,7,14.3,0,0,8,9,8,14.05555556,0,16.2,0.3,-0.92
323,1,43,4,9147,1,1,124,1,37,37,9,,117.4,0,0,0,1,0,0,19,0,3,10,15,5,11.8,0,,10,,8,12,0,7.6,2.6,0.32
325,,1,1,9254,1,1,121,1,19,19,5,8,,,0,0,1,0,0,18,0,0,,7,6,10.57142857,0,0,6,11,3,11.66666667,0,16.2,,-0.92
326,1,,1,9500,1,6,134,,1,37,9,9,120.4,1,0,0,1,0,0,19,0,0,7,7,6,13.33333333,0,0,7,7,6,13.33333333,0,,,0.32
327,1,1,,9238,1,1,134,1,1,1,9,6,,0,0,1,1,0,,18,0,0,6,10,6,11.85714286,0,0,6,9,5,11,0,13.9,-0.3,0.79
331,1,44,1,9119,1,39,151,1,19,37,4,7,151,0,0,1,1,0,0,26,0,,5,6,0,0,0,0,,5,0,0,0,16.2,0.3,-0.92
332,1,1,1,9238,1,,107,1,38,38,7,7,103.5,1,0,0,1,0,0,20,0,0,6,7,6,12,0,0,6,7,6,13,0,12.4,0.5,
333,1,1,1,8014,0,1,126,1,37,38,9,,,0,0,0,1,0,0,19,0,0,6,,6,12.66666667,0,0,6,6,6,11.66666667,0,12.7,3.7,-1.7
334,1,1,,9238,1,1,133,1,34,37,4,9,134.4,1,0,0,1,0,1,18,0,0,6,6,6,12.16666667,0,0,6,9,,13.66666667,0,9.4,-0.8,-3.12
335,1,44,1,9238,1,39,,1,38,37,7,7,143,0,,0,1,0,0,19,0,,6,6,6,13.33333333,0,2,6,6,6,14.66666667,0,13.9,-0.3,0.79
336,1,7,1,9853,1,40,110,1,41,3,2,1,110,0,,1,,,0,,0,0,7,8,,15,0,,7,7,7,14.57142857,0,12.4,0.5,
337,1,1,4,9500,1,1,141,1,38,38,7,7,132.5,1,0,0,1,0,1,18,0,0,8,8,8,13.39125,0,0,8,8,8,,0,9.4,-0.8,-3.12
338,1,17,1,9238,1,1,122,1,3,1,9,10,114.7,,0,0,1,0,0,19,0,0,6,9,5,12.16666667,0,0,6,8,6,12.42857143,0,13.9,-0.3,0.79
339,1,17,1,9130,1,1,156,1,,9,3,5,166.9,0,0,0,1,0,0,,0,0,5,9,4,11.25,,,5,6,4,12.5,0,7.6,2.6,0.32
341,1,,1,171,1,1,,1,3,3,2,2,178.3,,0,0,1,0,0,18,0,0,,0,0,0,0,,0,0,0,,0,15.5,2.8,-4.06
342,,39,,8014,0,1,120,1,37,37,9,9,117,1,0,0,1,0,0,33,0,0,6,7,6,12.83333333,0,0,6,8,6,12.85714286,0,12.4,0.5,1.79
343,1,39,1,9003,1,3,130,1,3,3,1,2,150,0,0,,1,0,0,35,0,0,6,10,6,,0,0,,11,,13.1,0,16.2,0.3,-0.92
345,1,1,1,9773,1,1,140,1,19,,7,5,135.1,1,0,0,1,,0,18,0,0,6,7,6,13.5,0,0,6,8,,12.5,0,9.4,-0.8,-3.12
347,4,39,1,,0,1,133.1,1,37,37,6,6,136.2,0,0,0,1,0,0,39,0,0,5,6,5,11,0,,5,9,5,11.66666667,,10.8,1.4,1.74
348,2,39,1,9238,1,1,120,1,37,37,,9,116,0,0,0,1,0,0,44,0,0,6,8,6,13,0,0,6,6,6,13.83333333,0,12.7,,-1.7
350,1,1,1,,1,,117,1,19,19,9,9,116.3,,0,0,1,0,0,,0,0,6,9,,12.6,0,0,6,6,4,11.5,0,12.7,3.7,-1.7
351,1,43,1,9773,1,1,123,1,19,19,9,8,134,0,0,0,1,0,1,20,0,,,6,6,13.66666667,0,0,6,6,6,13.33333333,0,12.4,0.5,1.79
352,1,1,4,171,1,1,127,1,1,1,9,5,124.2,1,0,0,0,,0,19,0,0,0,,0,0,0,0,0,0,0,0,0,,-0.8,-3.12
353,2,1,1,9500,1,1,,1,37,38,9,7,134.5,0,0,1,1,0,1,18,0,0,7,7,6,14.2,0,0,7,7,6,14.2,,7.6,2.6,0.32
354,1,1,1,9254,1,1,127,,19,19,4,6,120.7,0,0,1,0,,0,22,0,0,6,10,5,11,0,0,6,12,0,0,0,10.8,1.4,1.74
355,1,17,1,9085,1,1,133,,19,,4,5,127.1,1,0,0,1,0,,18,0,,6,7,6,15,0,0,6,7,6,16.42857143,0,11.1,0.6,2.02
356,1,,1,9500,1,19,133.1,1,38,37,9,,133,0,0,0,1,0,0,24,0,0,7,9,,12.58571429,0,0,8,9,7,13.44285714,0,13.9,-0.3,0.79
357,1,,1,,0,1,133.1,,,37,90,,,,0,0,1,0,0,33,0,0,,0,,,0,0,5,0,0,0,,12.7,3.7,-1.7
359,1,,1,9085,1,43,160,1,3,39,2,3,172,0,0,0,,0,0,26,0,0,6,0,0,0,0,0,6,0,0,0,0,,,3.51
360,1,17,4,9853,1,,140,1,19,38,4,1,128.5,1,0,0,1,0,0,18,0,0,6,7,,11.66666667,0,0,6,10,6,11.83333333,0,10.8,1.4,1.74
361,,1,1,9773,1,1,146,1,37,,9,7,128.5,0,0,,,0,0,19,0,0,6,13,3,12.66666667,0,,6,12,,10,0,,1.4,1.74
363,1,,1,9085,,42,140,1,19,37,9,8,142.5,1,,0,1,0,1,22,0,7,11,18,8,,0,4,9,16,7,13.71428571,0,8.9,1.4,3.51
365,,1,1,9085,,1,133.1,1,37,38,,5,106,1,0,0,1,0,1,21,0,0,6,13,6,16.15384615,0,0,6,10,6,,0,15.5,2.8,-4.06
366,1,1,4,9500,1,1,136,1,19,38,4,8,125.5,1,0,0,1,0,1,21,0,0,7,7,,14.03333333,0,,7,7,,14.03333333,0,7.6,,0.32
368,1,1,1,9853,1,1,,1,38,37,191,195,112.9,1,0,0,1,0,1,19,,0,7,8,7,13.85714286,0,0,7,8,6,13.66666667,0,8.9,1.4,3.51
369,1,,6,9500,1,1,138,1,19,19,9,5,,1,0,0,1,0,0,18,0,0,,8,7,13.41428571,0,0,8,8,7,13.41428571,0,12.7,3.7,-1.7
370,2,43,1,8014,0,1,160,1,37,39,9,4,140.9,0,0,0,1,0,0,50,,7,11,11,11,13.54545455,0,3,7,7,7,13.57142857,0,16.2,0.3,-0.92
372,1,,1,9773,1,1,161,1,1,19,,7,148.4,0,0,0,1,0,1,19,0,,6,6,6,13.83333333,0,0,6,7,,14.42857143,,15.5,2.8,-4.06
373,4,39,1,9991,0,1,140,1,1,37,141,192,129.7,0,0,0,1,0,0,35,,0,5,,5,12,0,0,5,9,5,,0,13.9,-0.3,
374,,39,1,9085,1,,133.1,1,38,38,4,7,128.2,0,0,0,1,0,0,31,0,0,6,0,,0,0,0,6,0,0,0,0,12.7,3.7,-1.7
376,1,18,4,,1,1,130,1,37,37,9,9,119.9,1,0,0,0,,0,34,0,0,5,5,0,0,0,,,0,0,0,0,9.4,-0.8,-3.12
377,1,1,1,9500,1,1,152,1,1,1,4,4,141,1,0,0,1,0,1,18,0,0,7,7,7,15.13571429,0,0,8,8,8,15.2875,0,12.4,0.5,1.79
380,4,39,1,9500,1,19,133.1,1,38,19,5,7,140,,0,0,1,0,1,,0,0,,13,,,,0,8,,6,,0,16.2,0.3,-0.92
383,1,1,1,9853,1,1,125,1,19,19,5,5,,,0,,1,0,,,0,0,6,7,6,13.42857143,0,0,6,6,6,13.16666667,0,15.5,2.8,-4.06
384,1,53,1,9147,1,42,,1,3,,2,1,140.2,0,0,0,1,0,0,20,0,6,11,19,9,12.55555556,0,3,9,14,8,,0,8.9,1.4,3.51
385,1,1,1,9238,1,,124,1,34,34,0,0,129.3,0,0,0,,0,,19,,0,6,8,6,,0,0,6,,6,11.16666667,0,7.6,2.6,0.32
386,1,,1,9853,1,1,140,1,37,37,9,9,145.3,0,0,0,1,0,0,18,0,0,6,6,6,13.66666667,0,0,6,,6,12.33333333,0,7.6,2.6,0.32
387,1,39,1,9991,0,3,130,1,37,37,,9,146.2,0,0,0,,0,0,28,0,10,14,16,,11.27272727,0,6,11,16,10,12,0,10.8,1.4,1.74
389,1,44,1,8014,0,39,160,1,37,37,7,7,156.1,0,0,0,1,0,1,21,0,3,6,6,6,14.66666667,0,2,6,,6,14.16666667,0,13.9,-0.3,0.79
392,1,1,6,,,1,141,1,30,37,7,7,128.4,1,0,1,0,0,0,18,0,0,6,8,5,13,0,0,6,8,5,11.4,0,7.6,,0.32
393,1,17,2,9085,1,1,120,1,1,1,9,10,115,0,0,,0,0,0,20,0,0,5,8,2,10.5,0,,5,8,2,12.33333333,0,7.6,2.6,0.32
394,1,17,,9085,1,1,166,1,,19,4,3,158.7,,0,0,,0,0,18,0,0,6,7,6,14.85714286,,0,,7,6,14,,11.1,0.6,
395,1,1,4,9500,1,1,147,1,1,1,4,9,124.5,1,0,0,1,0,1,19,0,0,8,11,7,12.86,0,0,8,11,7,12.86,0,10.8,1.4,1.74
